title,genre,link
Bubblegum Crisis Tokyo 2040,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/568/Bubblegum_Crisis_Tokyo_2040
Cure Miracle to Mofurun no Mahou Lesson,"['Action', 'Slice of Life', 'Magic', 'Fantasy', 'School', 'Shoujo']",https://myanimelist.net/anime/33669/Cure_Miracle_to_Mofurun_no_Mahou_Lesson
Circlet Princess,"['Action', 'School', 'Sci-Fi', 'Sports']",https://myanimelist.net/anime/38157/Circlet_Princess
Black Clover,"['Action', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",https://myanimelist.net/anime/34572/Black_Clover
Doraemon Movie 04: Nobita no Kaitei Kiganjou,['Fantasy'],https://myanimelist.net/anime/2667/Doraemon_Movie_04__Nobita_no_Kaitei_Kiganjou
Choujuu Kishin Dancougar: Hakunetsu no Shuushou,"['Mecha', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/5629/Choujuu_Kishin_Dancougar__Hakunetsu_no_Shuushou
Appleseed (Movie),"['Action', 'Military', 'Sci-Fi', 'Police', 'Drama', 'Mecha', 'Shounen']",https://myanimelist.net/anime/54/Appleseed_Movie
A-Channel+smile,"['Comedy', 'School', 'Seinen', 'Slice of Life']",https://myanimelist.net/anime/11339/A-Channel_smile
Chika Gentou Gekiga: Shoujo Tsubaki,"['Drama', 'Historical', 'Horror']",https://myanimelist.net/anime/2981/Chika_Gentou_Gekiga__Shoujo_Tsubaki
Business Fish,"['Slice of Life', 'Comedy']",https://myanimelist.net/anime/39979/Business_Fish
Akazukin Chacha OVA,"['Comedy', 'Fantasy', 'Magic']",https://myanimelist.net/anime/367/Akazukin_Chacha_OVA
K: Return of Kings,"['Action', 'Super Power', 'Supernatural']",https://myanimelist.net/anime/27991/K__Return_of_Kings
Youjo Shenki Episode 0,['Parody'],https://myanimelist.net/anime/34723/Youjo_Shenki_Episode_0
The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,['Comedy'],https://myanimelist.net/anime/37215/The_iDOLMSTER_Cinderella_Girls__5th_Live_Tour_Serendipity_Parade_Manner_Movie
Jungle wa Itsumo Hare nochi Guu Final,"['Slice of Life', 'Comedy']",https://myanimelist.net/anime/255/Jungle_wa_Itsumo_Hare_nochi_Guu_Final
Sougen no Ko Tenguri,"['Adventure', 'Historical', 'Kids', 'Drama']",https://myanimelist.net/anime/11561/Sougen_no_Ko_Tenguri
Taisei Kensetsu: Sri Lanka Kousokudouro,['Drama'],https://myanimelist.net/anime/21441/Taisei_Kensetsu__Sri_Lanka_Kousokudouro
Baka to Test to Shoukanjuu: Matsuri,"['Comedy', 'School', 'Super Power']",https://myanimelist.net/anime/9471/Baka_to_Test_to_Shoukanjuu__Matsuri
Anime Rakugo Kan,['Comedy'],https://myanimelist.net/anime/8723/Anime_Rakugo_Kan
Ahiru no Pekkle no Aladdin to Mahou no Lamp,"['Fantasy', 'Kids']",https://myanimelist.net/anime/22611/Ahiru_no_Pekkle_no_Aladdin_to_Mahou_no_Lamp
Wind: A Breath of Heart (TV),"['Drama', 'Romance', 'School', 'Supernatural']",https://myanimelist.net/anime/546/Wind__A_Breath_of_Heart_TV
"Umi no Yami, Tsuki no Kage","['Romance', 'Drama', 'Horror']",https://myanimelist.net/anime/4484/Umi_no_Yami_Tsuki_no_Kage
Neko Matsuri,['Music'],https://myanimelist.net/anime/36603/Neko_Matsuri
Kaguya-hime no Monogatari,"['Fantasy', 'Historical']",https://myanimelist.net/anime/16664/Kaguya-hime_no_Monogatari
Chain Chronicle: Haecceitas no Hikari Part 1,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",https://myanimelist.net/anime/33728/Chain_Chronicle__Haecceitas_no_Hikari_Part_1
Momo e no Tegami,"['Supernatural', 'Drama']",https://myanimelist.net/anime/10389/Momo_e_no_Tegami
Majin Tantei Nougami Neuro,"['Mystery', 'Comedy', 'Demons', 'Supernatural', 'Shounen']",https://myanimelist.net/anime/2985/Majin_Tantei_Nougami_Neuro
Binan Koukou Chikyuu Boueibu LOVE! LOVE!,"['Slice of Life', 'Comedy', 'Parody', 'Magic', 'School']",https://myanimelist.net/anime/31417/Binan_Koukou_Chikyuu_Boueibu_LOVE_LOVE
Guilty Crown: 4-koma Gekijou,['Comedy'],https://myanimelist.net/anime/13561/Guilty_Crown__4-koma_Gekijou
Geragera Boes Monogatari,"['Comedy', 'Kids']",https://myanimelist.net/anime/2815/Geragera_Boes_Monogatari
Doubutsu no Mori,"['Kids', 'Slice of Life']",https://myanimelist.net/anime/2950/Doubutsu_no_Mori
Doraemon: The Day When I Was Born,"['Kids', 'Fantasy', 'Comedy', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/2652/Doraemon__The_Day_When_I_Was_Born
Doraemon Movie 08: Nobita to Ryuu no Kishi,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']",https://myanimelist.net/anime/2657/Doraemon_Movie_08__Nobita_to_Ryuu_no_Kishi
Digimon Tamers: Bousou Digimon Tokkyuu,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/3033/Digimon_Tamers__Bousou_Digimon_Tokkyuu
Detective Conan OVA 12: The Miracle of Excalibur,"['Police', 'Sports', 'Comedy', 'Mystery', 'Shounen']",https://myanimelist.net/anime/13839/Detective_Conan_OVA_12__The_Miracle_of_Excalibur
Cobra The Animation,"['Action', 'Adventure', 'Space', 'Sci-Fi']",https://myanimelist.net/anime/5032/Cobra_The_Animation
Biohazard: Degeneration,"['Action', 'Horror', 'Sci-Fi']",https://myanimelist.net/anime/3446/Biohazard__Degeneration
Asura,"['Drama', 'Historical']",https://myanimelist.net/anime/8475/Asura
Still,['Music'],https://myanimelist.net/anime/36451/Still
Anime Himitsu no Hanazono,"['Kids', 'Historical', 'Drama', 'Shoujo']",https://myanimelist.net/anime/2810/Anime_Himitsu_no_Hanazono
Andersen Douwa: Ningyohime,"['Fantasy', 'Romance', 'Shoujo']",https://myanimelist.net/anime/3043/Andersen_Douwa__Ningyohime
Sengoku Kitan Youtouden Movie,"['Action', 'Martial Arts', 'Samurai']",https://myanimelist.net/anime/1378/Sengoku_Kitan_Youtouden_Movie
Aishen Qiaokeli-ing...,"['Comedy', 'Harem', 'Romance', 'School']",https://myanimelist.net/anime/32323/Aishen_Qiaokeli-ing
Rikaisha,['Music'],https://myanimelist.net/anime/38051/Rikaisha
Outlanders,"['Sci-Fi', 'Adventure', 'Comedy', 'Ecchi', 'Shounen']",https://myanimelist.net/anime/1940/Outlanders
Mezame no Hakobune,['Fantasy'],https://myanimelist.net/anime/3336/Mezame_no_Hakobune
Mahou Shoujo Lyrical Nanoha Picture Drama,"['Comedy', 'Parody', 'Magic']",https://myanimelist.net/anime/35501/Mahou_Shoujo_Lyrical_Nanoha_Picture_Drama
Licca-chan Fushigi na Mahou no Ring,"['Adventure', 'Fantasy']",https://myanimelist.net/anime/7294/Licca-chan_Fushigi_na_Mahou_no_Ring
Kaitou Tenshi Twin Angel,['Magic'],https://myanimelist.net/anime/3805/Kaitou_Tenshi_Twin_Angel
Himegoto,"['Slice of Life', 'Comedy', 'Ecchi', 'School']",https://myanimelist.net/anime/22835/Himegoto
Grick no Bouken,"['Adventure', 'Kids', 'Drama', 'Fantasy']",https://myanimelist.net/anime/7252/Grick_no_Bouken
Hello Kitty no Yume Dorobou,"['Fantasy', 'Kids']",https://myanimelist.net/anime/22461/Hello_Kitty_no_Yume_Dorobou
Gensou Jotan Ellcia,"['Adventure', 'Fantasy']",https://myanimelist.net/anime/3461/Gensou_Jotan_Ellcia
Eikyuu Kazoku,"['Psychological', 'Comedy']",https://myanimelist.net/anime/1106/Eikyuu_Kazoku
Flying Witch Petit,"['Slice of Life', 'Comedy', 'Supernatural']",https://myanimelist.net/anime/32954/Flying_Witch_Petit
Area 88 (TV),"['Action', 'Drama', 'Military', 'Romance', 'Shounen']",https://myanimelist.net/anime/284/Area_88_TV
Chibikko Remi to Meiken Kapi,"['Slice of Life', 'Adventure', 'Drama']",https://myanimelist.net/anime/2830/Chibikko_Remi_to_Meiken_Kapi
Busou Renkin: Mahiro no Busou Renkin Kouza,['Comedy'],https://myanimelist.net/anime/39316/Busou_Renkin__Mahiro_no_Busou_Renkin_Kouza
Buddha Saitan,"['Psychological', 'Supernatural', 'Romance']",https://myanimelist.net/anime/6985/Buddha_Saitan
Koukaku Kidoutai 2.0,"['Action', 'Sci-Fi', 'Police', 'Psychological', 'Mecha', 'Seinen']",https://myanimelist.net/anime/4672/Koukaku_Kidoutai_20
Gedo Senki,"['Adventure', 'Fantasy', 'Magic']",https://myanimelist.net/anime/1829/Gedo_Senki
Furusato Saisei: Nippon no Mukashibanashi,"['Historical', 'Kids', 'Supernatural']",https://myanimelist.net/anime/13163/Furusato_Saisei__Nippon_no_Mukashibanashi
Egomama,['Music'],https://myanimelist.net/anime/12623/Egomama
Dr. Slump,"['Slice of Life', 'Comedy', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/3312/Dr_Slump
Fullmetal Alchemist: The Sacred Star of Milos Specials,"['Comedy', 'Magic', 'Fantasy']",https://myanimelist.net/anime/10842/Fullmetal_Alchemist__The_Sacred_Star_of_Milos_Specials
Aki no Kanade,"['Slice of Life', 'Music', 'School']",https://myanimelist.net/anime/29513/Aki_no_Kanade
Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']",https://myanimelist.net/anime/2662/Doraemon_Movie_02__Nobita_no_Uchuu_Kaitakushi
Akubi Girl,"['Comedy', 'Fantasy']",https://myanimelist.net/anime/6077/Akubi_Girl
Dog Days'',"['Action', 'Adventure', 'Magic', 'Fantasy']",https://myanimelist.net/anime/16385/Dog_Days
Dog Days,"['Action', 'Adventure', 'Fantasy', 'Magic']",https://myanimelist.net/anime/10155/Dog_Days
Devilman: Yochou Sirene-hen,"['Demons', 'Horror', 'Sci-Fi', 'Supernatural']",https://myanimelist.net/anime/2355/Devilman__Yochou_Sirene-hen
Devil May Cry,"['Action', 'Demons', 'Fantasy']",https://myanimelist.net/anime/1726/Devil_May_Cry
Daisetsusan no Yuusha Kibaou,"['Adventure', 'Drama']",https://myanimelist.net/anime/6202/Daisetsusan_no_Yuusha_Kibaou
100-man-nen Chikyuu no Tabi: Bander Book,['Sci-Fi'],https://myanimelist.net/anime/5133/100-man-nen_Chikyuu_no_Tabi__Bander_Book
Tales of the Rays,"['Game', 'Fantasy']",https://myanimelist.net/anime/34939/Tales_of_the_Rays
Tetsuwan Atom: Chikyuu Saigo no Hi,"['Mecha', 'Sci-Fi']",https://myanimelist.net/anime/17961/Tetsuwan_Atom__Chikyuu_Saigo_no_Hi
Buddy Complex: Daremo Shiranai Ashita e,"['Action', 'Mecha', 'Sci-Fi']",https://myanimelist.net/anime/31105/Buddy_Complex__Daremo_Shiranai_Ashita_e
Azumanga Daioh: Gekijou Tanpen,"['Comedy', 'School', 'Slice of Life']",https://myanimelist.net/anime/659/Azumanga_Daioh__Gekijou_Tanpen
Suntory Minami Alps no Tennensui,"['Drama', 'School']",https://myanimelist.net/anime/33902/Suntory_Minami_Alps_no_Tennensui
Strobe Light,['Music'],https://myanimelist.net/anime/24179/Strobe_Light
Strange+,"['Slice of Life', 'Comedy', 'Josei']",https://myanimelist.net/anime/21067/Strange_
Subarashii Sekai,"['Music', 'Fantasy']",https://myanimelist.net/anime/32343/Subarashii_Sekai
Stitch!,"['Adventure', 'Comedy', 'Kids']",https://myanimelist.net/anime/5027/Stitch
Spunky Afro Tiger Jet,"['Ecchi', 'Music']",https://myanimelist.net/anime/39252/Spunky_Afro_Tiger_Jet
Sengoku Kitan Youtouden,"['Action', 'Demons', 'Martial Arts']",https://myanimelist.net/anime/3600/Sengoku_Kitan_Youtouden
Shoka,"['Action', 'Fantasy', 'Historical']",https://myanimelist.net/anime/8337/Shoka
School Days: Valentine Days,"['Comedy', 'Romance', 'School']",https://myanimelist.net/anime/3759/School_Days__Valentine_Days
Rakugo Tennyo Oyui,"['Comedy', 'Historical']",https://myanimelist.net/anime/2244/Rakugo_Tennyo_Oyui
Neko nanka Yondemo Konai.,"['Slice of Life', 'Seinen']",https://myanimelist.net/anime/31777/Neko_nanka_Yondemo_Konai
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,"['Comedy', 'Josei', 'Music', 'Romance']",https://myanimelist.net/anime/8038/Nodame_Cantabile__Finale_-_Mine_to_Kiyora_no_Saikai
Saraiya Goyou,"['Mystery', 'Historical', 'Drama', 'Samurai', 'Seinen']",https://myanimelist.net/anime/7588/Saraiya_Goyou
Saint Seiya: Meiou Hades Meikai-hen,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",https://myanimelist.net/anime/1253/Saint_Seiya__Meiou_Hades_Meikai-hen
Noragami OVA,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",https://myanimelist.net/anime/20767/Noragami_OVA
Lupin III: Part II,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",https://myanimelist.net/anime/1425/Lupin_III__Part_II
Hourou Musuko Specials,"['Drama', 'School']",https://myanimelist.net/anime/10935/Hourou_Musuko_Specials
My Melody no Akazukin,"['Fantasy', 'Kids']",https://myanimelist.net/anime/14253/My_Melody_no_Akazukin
High School DxD New,"['Action', 'Harem', 'Comedy', 'Demons', 'Romance', 'Ecchi', 'School']",https://myanimelist.net/anime/15451/High_School_DxD_New
Metal Skin Panic MADOX-01,"['Action', 'Mecha', 'Sci-Fi']",https://myanimelist.net/anime/2461/Metal_Skin_Panic_MADOX-01
Märchen Mädchen Specials,"['Magic', 'Fantasy', 'School']",https://myanimelist.net/anime/37973/M%C3%A4rchen_M%C3%A4dchen_Specials
KutsuDaru.,"['Fantasy', 'Kids', 'School', 'Slice of Life']",https://myanimelist.net/anime/22465/KutsuDaru
Kujakuou,"['Action', 'Demons', 'Horror']",https://myanimelist.net/anime/3595/Kujakuou
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,"['Fantasy', 'Kids', 'Magic', 'Shoujo']",https://myanimelist.net/anime/9288/Heartcatch_Precure_Movie__Hana_no_Miyako_de_Fashion_Show_Desu_ka
Koutetsu no Vendetta Episode 0,"['Action', 'Mecha', 'Military', 'Sci-Fi']",https://myanimelist.net/anime/17563/Koutetsu_no_Vendetta_Episode_0
Fairy Tail Movie 2: Dragon Cry,"['Action', 'Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",https://myanimelist.net/anime/30778/Fairy_Tail_Movie_2__Dragon_Cry
Koko ni Iru,['Slice of Life'],https://myanimelist.net/anime/9423/Koko_ni_Iru
Boku no Hero Academia the Movie: Futari no Hero Specials,"['Action', 'Shounen', 'Super Power']",https://myanimelist.net/anime/38699/Boku_no_Hero_Academia_the_Movie__Futari_no_Hero_Specials
Kikansha Yaemon: D51 no Daibouken,"['Fantasy', 'Kids']",https://myanimelist.net/anime/8494/Kikansha_Yaemon__D51_no_Daibouken
Hello Kitty no Oyayubi-hime (OVA),"['Fantasy', 'Kids']",https://myanimelist.net/anime/17481/Hello_Kitty_no_Oyayubi-hime_OVA
Aggressive Retsuko,"['Music', 'Slice of Life', 'Comedy']",https://myanimelist.net/anime/32977/Aggressive_Retsuko
Xing Chen Bian,"['Action', 'Adventure', 'Historical', 'Romance', 'Martial Arts', 'Fantasy']",https://myanimelist.net/anime/38491/Xing_Chen_Bian
Wakakusa Monogatari: Nan to Jo-sensei,"['Drama', 'Historical', 'School', 'Slice of Life']",https://myanimelist.net/anime/2558/Wakakusa_Monogatari__Nan_to_Jo-sensei
Hayou no Tsurugi: Shikkoku no Mashou,"['Supernatural', 'Fantasy', 'Shoujo']",https://myanimelist.net/anime/5930/Hayou_no_Tsurugi__Shikkoku_no_Mashou
Towa no Quon 6: Towa no Quon,"['Action', 'Sci-Fi', 'Super Power', 'Supernatural']",https://myanimelist.net/anime/10717/Towa_no_Quon_6__Towa_no_Quon
Hana wa Saku: Touhoku ni Saku,"['Fantasy', 'Kids']",https://myanimelist.net/anime/28093/Hana_wa_Saku__Touhoku_ni_Saku
To LOVE-Ru Darkness 2nd OVA,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']",https://myanimelist.net/anime/31380/To_LOVE-Ru_Darkness_2nd_OVA
Saint Seiya: Meiou Hades Elysion-hen,"['Action', 'Fantasy', 'Shounen', 'Super Power']",https://myanimelist.net/anime/3515/Saint_Seiya__Meiou_Hades_Elysion-hen
Orange,"['Sci-Fi', 'Drama', 'Romance', 'School', 'Shoujo']",https://myanimelist.net/anime/32729/Orange
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",https://myanimelist.net/anime/18849/Natsume_Yuujinchou__Nyanko-sensei_to_Hajimete_no_Otsukai
Detatoko Princess,"['Comedy', 'Fantasy']",https://myanimelist.net/anime/2693/Detatoko_Princess
Haitai Nanafa,"['Comedy', 'Supernatural']",https://myanimelist.net/anime/15043/Haitai_Nanafa
Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,['Comedy'],https://myanimelist.net/anime/34489/Cinderella_Girls_Gekijou__5_Shuunen_Kinen_Short_Anime
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",https://myanimelist.net/anime/15315/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_Desu_yo
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,"['Action', 'Mecha', 'Historical']",https://myanimelist.net/anime/8132/Chou_Deneiban_SD_Gundam_Sangokuden_Brave_Battle_Warriors
Mahoujin Guruguru,"['Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",https://myanimelist.net/anime/331/Mahoujin_Guruguru
Angelique: Shiroi Tsubasa no Memoire,"['Sci-Fi', 'Harem', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",https://myanimelist.net/anime/2536/Angelique__Shiroi_Tsubasa_no_Memoire
Andersen Monogatari,"['Kids', 'Fantasy', 'Drama']",https://myanimelist.net/anime/5098/Andersen_Monogatari
AIKa R-16: Virgin Mission,"['Action', 'Ecchi', 'Comedy']",https://myanimelist.net/anime/2163/AIKa_R-16__Virgin_Mission
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai","['Slice of Life', 'Comedy', 'Fantasy']",https://myanimelist.net/anime/35363/Kobayashi-san_Chi_no_Maid_Dragon__Valentine_Soshite_Onsen_-_Amari_Kitai_Shinaide_Kudasai
Kuroko no Basket 2nd Season NG-shuu,"['Comedy', 'Sports']",https://myanimelist.net/anime/22673/Kuroko_no_Basket_2nd_Season_NG-shuu
K-On!: Live House!,"['Comedy', 'Music', 'School', 'Slice of Life']",https://myanimelist.net/anime/6862/K-On__Live_House
Agigongryong Doolie (2009),"['Adventure', 'Kids']",https://myanimelist.net/anime/17090/Agigongryong_Doolie_2009
K-On!,"['Slice of Life', 'Comedy', 'Music', 'School']",https://myanimelist.net/anime/5680/K-On
InuYasha Movie 3: Tenka Hadou no Ken,"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shounen']",https://myanimelist.net/anime/451/InuYasha_Movie_3__Tenka_Hadou_no_Ken
Yoiko no Rekishi Anime: Ookina Kabu (Kabu),"['Comedy', 'Parody']",https://myanimelist.net/anime/36030/Yoiko_no_Rekishi_Anime__Ookina_Kabu_Kabu
47 Todoufuken R,"['Comedy', 'Kids']",https://myanimelist.net/anime/23149/47_Todoufuken_R
Hidamari Sketch x ☆☆☆ Specials,"['Slice of Life', 'Comedy', 'School', 'Seinen']",https://myanimelist.net/anime/9563/Hidamari_Sketch_x_%E2%98%86%E2%98%86%E2%98%86_Specials
Haikyuu!! Movie 2: Shousha to Haisha,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",https://myanimelist.net/anime/30364/Haikyuu_Movie_2__Shousha_to_Haisha
Usaru-san,['Kids'],https://myanimelist.net/anime/7174/Usaru-san
Gochuumon wa Usagi Desu ka??: Dear My Sister,"['Slice of Life', 'Comedy']",https://myanimelist.net/anime/33280/Gochuumon_wa_Usagi_Desu_ka__Dear_My_Sister
Sword Gai The Animation Part II,"['Action', 'Supernatural', 'Seinen']",https://myanimelist.net/anime/37655/Sword_Gai_The_Animation_Part_II
Suki Desu Suzuki-kun!!,['Romance'],https://myanimelist.net/anime/7668/Suki_Desu_Suzuki-kun
Sekishoku Elegy,['Romance'],https://myanimelist.net/anime/6268/Sekishoku_Elegy
Seikon no Qwaser Picture Drama,['Ecchi'],https://myanimelist.net/anime/8668/Seikon_no_Qwaser_Picture_Drama
Stitch!: Zutto Saikou no Tomodachi Special,"['Adventure', 'Comedy', 'Kids']",https://myanimelist.net/anime/30648/Stitch__Zutto_Saikou_no_Tomodachi_Special
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/36369/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_1
Gekkan Shoujo Nozaki-kun Specials,"['Comedy', 'Romance', 'School']",https://myanimelist.net/anime/27633/Gekkan_Shoujo_Nozaki-kun_Specials
Salamander,"['Adventure', 'Sci-Fi']",https://myanimelist.net/anime/2095/Salamander
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","['Action', 'Military', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/31637/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri_2nd_Season
Piano (TV),"['Music', 'Slice of Life', 'Drama', 'Romance', 'Shoujo']",https://myanimelist.net/anime/328/Piano_TV
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.","['Slice of Life', 'Comedy']",https://myanimelist.net/anime/38145/Doukyonin_wa_Hiza_Tokidoki_Atama_no_Ue
Najica Dengeki Sakusen,"['Action', 'Ecchi', 'Comedy', 'Sci-Fi']",https://myanimelist.net/anime/321/Najica_Dengeki_Sakusen
Digimon Adventure,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",https://myanimelist.net/anime/552/Digimon_Adventure
Byousoku 5 Centimeter,"['Slice of Life', 'Drama', 'Romance']",https://myanimelist.net/anime/1689/Byousoku_5_Centimeter
Detective Conan OVA 10: Kid in Trap Island,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",https://myanimelist.net/anime/8609/Detective_Conan_OVA_10__Kid_in_Trap_Island
Bungou Stray Dogs: Dead Apple,"['Action', 'Comedy', 'Mystery', 'Super Power', 'Supernatural']",https://myanimelist.net/anime/34944/Bungou_Stray_Dogs__Dead_Apple
Manga Nippon Mukashibanashi (Movie),['Historical'],https://myanimelist.net/anime/10285/Manga_Nippon_Mukashibanashi_Movie
Asagao to Kase-san.,"['Romance', 'School', 'Shoujo Ai']",https://myanimelist.net/anime/36214/Asagao_to_Kase-san
Kimi no Sumu Machi,['Comedy'],https://myanimelist.net/anime/32065/Kimi_no_Sumu_Machi
Kerokko Demetan,"['Kids', 'Fantasy', 'Comedy']",https://myanimelist.net/anime/307/Kerokko_Demetan
Kashou no Tsuki: Aki Kyougen,"['Historical', 'Supernatural', 'Romance', 'Shoujo']",https://myanimelist.net/anime/1036/Kashou_no_Tsuki__Aki_Kyougen
I''s,"['Romance', 'Drama']",https://myanimelist.net/anime/1084/Is
Hello Kitty no Yuki no Joou,"['Kids', 'Fantasy']",https://myanimelist.net/anime/22485/Hello_Kitty_no_Yuki_no_Joou
Hello Kitty no Kurumi Wari Ningyou,"['Kids', 'Fantasy']",https://myanimelist.net/anime/18083/Hello_Kitty_no_Kurumi_Wari_Ningyou
Gon 2nd Season,"['Action', 'Adventure', 'Kids']",https://myanimelist.net/anime/30410/Gon_2nd_Season
God Eater Resonant Ops,"['Fantasy', 'Game', 'Military', 'Music', 'Sci-Fi']",https://myanimelist.net/anime/38444/God_Eater_Resonant_Ops
